customer_id,customer_name,region,signup_date,customer_segment
255,Palesa Mokoena,Limpopo,2025-05-16,Small Business
256,Lerato Mkhize,Eastern Cape,2024-12-21,Consumer
257,Nomsa Dlamini,Mpumalanga,2025-09-14,Small Business
258,Lerato Mahlangu,Eastern Cape,2025-01-22,Small Business
259,Karabo Mahlangu,Gauteng,2023-02-23,Consumer
260,Boitumelo Molefe,Mpumalanga,2024-09-24,Consumer
261,Karabo Ndlovu,Western Cape,2023-10-21,Consumer
262,Lerato Pillay,Eastern Cape,2023-03-04,Consumer
263,Naledi Naidoo,Mpumalanga,2025-07-18,Consumer
264,Sibusiso Mkhize,Western Cape,2024-10-26,Corporate
265,Sipho Mkhize,Gauteng,2023-11-15,Small Business
266,Anele Ndlovu,North West,2024-07-11,Small Business
267,Kagiso Mthembu,Western Cape,2025-04-28,Consumer
268,Kagiso Mkhize,North West,2023-08-16,Consumer
269,Thabo Mthembu,Free State,2024-09-23,Corporate
270,Thabo Mthembu,Limpopo,2023-04-23,Corporate
271,Sibusiso Mahlangu,Limpopo,2023-10-09,Consumer
272,Anele Ndlovu,KwaZulu-Natal,2023-01-16,Consumer
273,Nokuthula Mthembu,Mpumalanga,2025-12-26,Consumer
274,Mpho Mokoena,North West,2023-03-28,Corporate
275,Karabo Ndlovu,Free State,2024-10-03,Small Business
276,Kagiso Dlamini,Free State,2025-05-05,Consumer
277,Sipho Mkhize,North West,2024-10-27,Small Business
278,Lerato Ndlovu,Western Cape,2025-01-11,Consumer
279,Zanele Dlamini,Free State,2025-03-31,Corporate
280,Nomsa Molefe,KwaZulu-Natal,2024-11-26,Consumer
281,Zanele Pillay,Eastern Cape,2023-08-22,Corporate
282,Naledi Naidoo,Eastern Cape,2024-12-16,Consumer
283,Nomsa Naidoo,KwaZulu-Natal,2024-06-08,Small Business
284,Sipho Jacobs,North West,2023-06-04,Small Business
285,Tshepo Mkhize,Mpumalanga,2025-07-08,Corporate
286,Sipho Jacobs,Western Cape,2024-10-09,Consumer
287,Sibusiso Mahlangu,Gauteng,2024-09-12,Consumer
288,Kagiso Jacobs,North West,2023-06-01,Consumer
289,Palesa Mahlangu,Western Cape,2025-01-25,Small Business
290,Karabo Mkhize,Free State,2023-07-04,Consumer
291,Anele Mkhize,Eastern Cape,2023-03-26,Consumer
292,Zanele Naidoo,Gauteng,2025-09-01,Consumer
293,Nokuthula Dlamini,KwaZulu-Natal,2024-12-04,Consumer
294,Anele Pillay,KwaZulu-Natal,2025-06-15,Consumer
295,Mpho Ndlovu,Mpumalanga,2024-08-02,Small Business
296,Sibusiso Molefe,Western Cape,2023-04-18,Consumer
297,Kagiso Mahlangu,KwaZulu-Natal,2025-03-02,Consumer
298,Boitumelo Molefe,Limpopo,2023-10-17,Corporate
299,Sipho Mkhize,Western Cape,2025-03-13,Consumer
300,Tshepo Molefe,KwaZulu-Natal,2025-02-10,Small Business
301,Lerato Ndlovu,Mpumalanga,2025-12-14,Consumer
302,Sipho Mthembu,Mpumalanga,2024-09-24,Corporate
303,Nomsa Mthembu,KwaZulu-Natal,2025-09-22,Consumer
304,Palesa Dlamini,Gauteng,2024-08-28,Small Business
305,Karabo Ndlovu,KwaZulu-Natal,2023-09-26,Consumer
306,Nokuthula Jacobs,Gauteng,2023-12-06,Consumer
307,Anele Mkhize,Limpopo,2024-05-01,Small Business
308,Nomsa Pillay,Eastern Cape,2025-07-08,Consumer
309,Boitumelo Mthembu,Mpumalanga,2025-08-18,Small Business
310,Anele Mahlangu,Free State,2025-06-21,Consumer
311,Sipho Mthembu,KwaZulu-Natal,2025-05-07,Corporate
312,Tshepo Jacobs,Mpumalanga,2023-04-17,Small Business
313,Nokuthula Pillay,Western Cape,2023-07-30,Consumer
314,Kagiso Jacobs,KwaZulu-Natal,2023-11-25,Small Business
315,Boitumelo Mthembu,North West,2023-07-07,Corporate
316,Mpho Mokoena,Free State,2023-02-24,Consumer
317,Mpho Dlamini,Mpumalanga,2024-04-27,Consumer
318,Boitumelo Dlamini,Mpumalanga,2024-10-14,Small Business
319,Thabo Mahlangu,North West,2023-10-09,Small Business
320,Sibusiso Jacobs,North West,2023-10-12,Small Business
321,Thabo Mahlangu,Eastern Cape,2023-06-12,Small Business
322,Mpho Dlamini,Limpopo,2025-12-16,Consumer
323,Thabo Mthembu,Free State,2023-09-07,Small Business
324,Lerato Dlamini,North West,2025-07-25,Small Business
325,Tshepo Pillay,Eastern Cape,2023-02-03,Small Business
326,Mpho Mokoena,Mpumalanga,2024-08-19,Consumer
327,Sipho Dlamini,Mpumalanga,2025-05-03,Consumer
328,Zanele Pillay,Gauteng,2025-12-13,Consumer
329,Thabo Ndlovu,Mpumalanga,2025-08-20,Consumer
330,Naledi Dlamini,Mpumalanga,2023-02-03,Consumer
331,Sibusiso Mkhize,Mpumalanga,2023-08-01,Consumer
332,Zanele Molefe,KwaZulu-Natal,2024-12-22,Small Business
333,Nokuthula Jacobs,KwaZulu-Natal,2025-08-09,Small Business
334,Nokuthula Jacobs,Gauteng,2023-05-10,Consumer
335,Sibusiso Mthembu,Gauteng,2023-03-31,Consumer
336,Zanele Ndlovu,North West,2024-09-27,Consumer
337,Kagiso Molefe,Gauteng,2024-01-27,Corporate
338,Kagiso Dlamini,Mpumalanga,2024-11-10,Consumer
339,Nokuthula Jacobs,Free State,2025-03-30,Consumer
340,Anele Jacobs,Mpumalanga,2024-01-18,Corporate
341,Kagiso Dlamini,Free State,2025-11-29,Consumer
342,Zanele Mahlangu,Mpumalanga,2024-01-05,Consumer
343,Tshepo Mahlangu,Limpopo,2024-11-02,Consumer
344,Sipho Jacobs,Mpumalanga,2025-05-22,Consumer
345,Karabo Ndlovu,Limpopo,2024-12-23,Small Business
346,Lerato Ndlovu,Mpumalanga,2023-04-28,Consumer
347,Thabo Naidoo,North West,2023-11-24,Consumer
348,Nomsa Molefe,Mpumalanga,2023-05-18,Consumer
349,Karabo Naidoo,North West,2023-03-08,Corporate
350,Anele Dlamini,KwaZulu-Natal,2025-01-31,Consumer
351,Naledi Mahlangu,Eastern Cape,2025-03-26,Corporate
352,Nokuthula Naidoo,North West,2023-02-23,Consumer
353,Kagiso Mahlangu,North West,2023-08-30,Consumer
354,Nokuthula Jacobs,Eastern Cape,2024-08-07,Consumer
355,Anele Naidoo,North West,2023-06-01,Corporate
356,Tshepo Molefe,Western Cape,2024-10-16,Consumer
357,Boitumelo Mahlangu,KwaZulu-Natal,2024-08-17,Small Business
358,Sibusiso Molefe,Eastern Cape,2023-12-23,Consumer
359,Sibusiso Naidoo,Eastern Cape,2024-02-16,Small Business
360,Naledi Pillay,Mpumalanga,2023-02-23,Consumer
361,Karabo Dlamini,Western Cape,2023-09-23,Consumer
362,Zanele Ndlovu,Free State,2025-09-07,Small Business
363,Sipho Molefe,Western Cape,2023-06-01,Consumer
364,Naledi Naidoo,KwaZulu-Natal,2025-11-25,Small Business
365,Mpho Pillay,Gauteng,2023-09-22,Small Business
366,Sipho Mahlangu,KwaZulu-Natal,2025-11-27,Consumer
367,Naledi Pillay,Limpopo,2024-04-06,Small Business
368,Nomsa Pillay,Limpopo,2024-05-28,Consumer
369,Karabo Pillay,Western Cape,2024-09-12,Consumer
370,Karabo Mkhize,KwaZulu-Natal,2023-12-12,Consumer
371,Palesa Mkhize,Gauteng,2024-11-22,Small Business
372,Lerato Mokoena,Limpopo,2023-02-28,Small Business
373,Karabo Mokoena,North West,2025-05-03,Corporate
374,Tshepo Mahlangu,North West,2024-08-16,Consumer
375,Kagiso Jacobs,Western Cape,2025-04-11,Small Business
376,Anele Ndlovu,North West,2023-11-20,Consumer
377,Karabo Naidoo,Mpumalanga,2024-11-27,Corporate
378,Nokuthula Molefe,Free State,2024-10-15,Consumer
379,Zanele Pillay,Western Cape,2025-01-28,Consumer
380,Lerato Mahlangu,North West,2025-08-13,Consumer
381,Thabo Mahlangu,Free State,2023-07-18,Corporate
382,Nomsa Naidoo,Mpumalanga,2025-05-06,Corporate
383,Nomsa Naidoo,North West,2024-10-02,Corporate
384,Anele Mahlangu,North West,2025-08-14,Consumer
385,Zanele Jacobs,Eastern Cape,2025-03-16,Consumer
386,Thabo Mokoena,Limpopo,2024-12-23,Consumer
387,Kagiso Pillay,Gauteng,2025-08-21,Small Business
388,Sipho Mahlangu,Mpumalanga,2025-06-01,Small Business
389,Thabo Ndlovu,Gauteng,2025-01-19,Small Business
390,Naledi Pillay,Limpopo,2024-02-03,Consumer
391,Anele Pillay,Limpopo,2025-10-29,Small Business
392,Sipho Dlamini,Free State,2023-09-01,Consumer
393,Zanele Molefe,KwaZulu-Natal,2024-11-25,Consumer
394,Mpho Pillay,Gauteng,2025-11-08,Consumer
395,Nokuthula Molefe,North West,2023-10-08,Consumer
396,Karabo Pillay,KwaZulu-Natal,2023-11-02,Consumer
397,Sipho Ndlovu,Limpopo,2024-10-14,Small Business
398,Palesa Pillay,North West,2025-11-04,Small Business
399,Anele Mokoena,Mpumalanga,2024-09-05,Consumer
400,Mpho Mkhize,Limpopo,2023-08-13,Small Business
401,Karabo Jacobs,Limpopo,2023-02-24,Corporate
402,Nokuthula Mokoena,North West,2024-04-11,Consumer
403,Sipho Mthembu,Gauteng,2025-02-17,Small Business
404,Nomsa Mokoena,North West,2023-08-14,Consumer
405,Mpho Mthembu,Free State,2023-11-07,Consumer
406,Palesa Mokoena,KwaZulu-Natal,2025-08-23,Consumer
407,Tshepo Jacobs,Free State,2024-10-27,Consumer
408,Anele Pillay,Mpumalanga,2023-12-21,Consumer
409,Karabo Jacobs,Eastern Cape,2024-06-25,Corporate
410,Zanele Mahlangu,Eastern Cape,2024-07-25,Corporate
411,Sibusiso Mahlangu,Eastern Cape,2024-09-01,Small Business
412,Naledi Jacobs,Mpumalanga,2025-09-28,Small Business
413,Kagiso Dlamini,Free State,2024-07-14,Corporate
414,Palesa Molefe,KwaZulu-Natal,2025-03-19,Consumer
415,Nokuthula Dlamini,Mpumalanga,2024-08-12,Corporate
416,Nokuthula Jacobs,Eastern Cape,2024-06-09,Consumer
417,Boitumelo Pillay,Limpopo,2024-07-09,Consumer
418,Nomsa Mokoena,Eastern Cape,2024-05-05,Small Business
419,Lerato Ndlovu,Mpumalanga,2023-04-18,Small Business
420,Tshepo Naidoo,Gauteng,2023-07-25,Corporate
421,Mpho Jacobs,North West,2023-11-20,Small Business
422,Naledi Mahlangu,Gauteng,2024-08-11,Corporate
423,Tshepo Mkhize,Eastern Cape,2023-07-03,Consumer
424,Boitumelo Naidoo,Free State,2023-03-18,Corporate
425,Boitumelo Mokoena,Free State,2023-12-27,Small Business
426,Boitumelo Mahlangu,Gauteng,2024-01-17,Consumer
427,Boitumelo Molefe,Limpopo,2023-08-08,Consumer
428,Anele Naidoo,North West,2025-12-09,Consumer
429,Naledi Naidoo,North West,2023-08-19,Small Business
430,Thabo Molefe,Limpopo,2024-01-17,Small Business
431,Sipho Mkhize,Free State,2024-01-31,Small Business
432,Naledi Dlamini,Free State,2025-11-21,Small Business
433,Sipho Jacobs,Mpumalanga,2024-01-14,Corporate
434,Kagiso Ndlovu,Eastern Cape,2023-01-14,Consumer
435,Naledi Mahlangu,Gauteng,2024-06-30,Consumer
436,Nokuthula Mthembu,Gauteng,2025-01-06,Small Business
437,Kagiso Naidoo,Free State,2025-08-11,Small Business
438,Nokuthula Dlamini,Limpopo,2024-09-28,Consumer
439,Nomsa Naidoo,North West,2024-03-28,Consumer
440,Mpho Pillay,North West,2025-02-04,Small Business
441,Sibusiso Mthembu,Western Cape,2024-03-23,Consumer
442,Nokuthula Molefe,Western Cape,2025-12-17,Corporate
443,Thabo Pillay,Eastern Cape,2023-08-18,Small Business
444,Sipho Molefe,North West,2023-11-03,Consumer
445,Nokuthula Mkhize,North West,2024-02-25,Consumer
446,Anele Mokoena,North West,2025-11-11,Consumer
447,Anele Mkhize,Gauteng,2025-04-30,Small Business
448,Nokuthula Mokoena,Free State,2024-09-23,Consumer
449,Nokuthula Mthembu,Western Cape,2023-01-07,Consumer
450,Nokuthula Dlamini,Gauteng,2024-12-06,Corporate
451,Boitumelo Jacobs,Gauteng,2023-05-22,Consumer
452,Sibusiso Naidoo,Free State,2024-01-04,Consumer
